1000, 3000
14, 999
12, 516, 6.9
855, 685, 1.5
793, 544, 5
513, 199, 6.1
103, 731, 3.2
342, 220, 6.8
491, 172, 7.2
218, 516, 3.3
574, 47, 7.6
636, 722, 3.3
426, 734, 0.1
695, 942, 8.6
363, 87, 8.2
913, 600, 3.4
774, 55, 1.7
158, 749, 3.8
327, 240, 6.2
751, 459, 7.8
84, 385, 7.8
160, 22, 0
445, 448, 8.6
247, 495, 8
85, 858, 6.7
820, 123, 1.9
106, 897, 7.5
123, 408, 2.4
713, 87, 6.5
476, 838, 7.6
106, 923, 1.3
784, 435, 3.5
536, 881, 3.5
375, 480, 3.1
155, 917, 4.1
23, 737, 6.5
194, 195, 6.2
69, 319, 2.2
46, 32, 0.9
263, 860, 4.8
939, 967, 2.3
352, 103, 5.8
140, 640, 3.9
375, 367, 1.9
106, 522, 3.7
48, 897, 2.6
465, 444, 2.2
427, 513, 9.3
502, 911, 2.5
311, 174, 3.8
311, 113, 5.7
234, 818, 1.2
593, 310, 0.4
184, 685, 7.1
256, 144, 4.6
893, 544, 4.3
971, 9, 3.9
245, 788, 5.3
838, 290, 6.4
816, 954, 9.1
654, 265, 0.4
163, 500, 7.4
775, 445, 8.4
380, 629, 2.2
351, 885, 6.6
162, 293, 5.4
171, 832, 9.9
311, 237, 3.8
602, 554, 0.6
908, 45, 1.2
173, 1, 7.5
25, 128, 0.2
470, 564, 8.2
100, 686, 8.6
337, 304, 3.5
468, 466, 8
922, 989, 6.5
973, 301, 5.4
863, 255, 0.8
569, 163, 0.5
281, 688, 5.9
508, 714, 3.9
863, 184, 0.3
245, 636, 9
683, 974, 4.6
671, 794, 1.3
951, 68, 5.4
768, 393, 5.5
823, 257, 6.2
783, 178, 7.7
141, 812, 6.6
500, 320, 8
339, 183, 1.6
94, 781, 0.5
184, 816, 7.9
931, 487, 2.5
496, 791, 4.5
50, 559, 3.8
258, 382, 9.5
72, 166, 7.4
50, 307, 8.6
68, 159, 5.8
800, 850, 9.4
716, 944, 2.7
973, 481, 4.3
852, 764, 3.1
229, 612, 2.2
674, 662, 8.1
513, 272, 1.6
608, 345, 3.4
234, 747, 9.3
672, 815, 5.2
431, 615, 5.4
77, 683, 9.8
504, 657, 3.1
747, 861, 9.5
830, 91, 5.9
704, 117, 2.2
138, 630, 4.6
954, 591, 4.3
640, 177, 9
633, 850, 0.5
137, 633, 7.2
491, 710, 0.8
141, 566, 1.7
625, 665, 3
872, 496, 7.3
732, 200, 9.1
606, 690, 7.3
752, 996, 6.4
596, 636, 9.4
186, 269, 4.4
944, 406, 2.9
668, 249, 3.9
428, 743, 0.5
845, 368, 7
828, 592, 1.8
901, 324, 7.1
92, 930, 6.1
618, 683, 5.8
734, 631, 9.4
28, 817, 1.6
174, 653, 3.4
776, 492, 6.2
871, 249, 6
591, 672, 8.8
183, 942, 8.9
508, 413, 3.4
438, 927, 0.4
473, 437, 3.8
104, 583, 6.7
